source_code,return_reason,rpi_count
FIRSTCRY,Item(s) Arrived Too Late,3
FIRSTCRY,No Longer Needed,2
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,19
FIRSTCRY,Product Pricing Related Concern,1
FIRSTCRY,Return expected on panel,8
FIRSTCRY,Size Issue,49
FLIPKART,,5
FLIPKART,ACCESSORY_DEFECTIVE,2
FLIPKART,CUSTOMER_REMORSE,52
FLIPKART,DAMAGED_PRODUCT,25
FLIPKART,DEAD_ON_ARRIVAL,3
FLIPKART,DEFECTIVE_PRODUCT,14
FLIPKART,ITEM_NOT_AS_DESCRIBED,1
FLIPKART,MISSHIPMENT,36
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,5
FLIPKART,Others,9
FLIPKART,QUALITY_ISSUE,16
FLIPKART,QUALITY_ISSUES,171
FLIPKART,SIZE_FIT_ISSUES,543
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,4
FLIPKART,STYLE_FIT_ISSUE,13
FLIPKART_FA,Return expected on panel,12
LIMEROAD,,1
LIMEROAD,Return expected on panel,21
MAGENTO2,,8
MEESHO,,12
MEESHO,null null,85
MYNTRAPPMP,,3
MYNTRAPPMP,Color is different,169
MYNTRAPPMP,Defective product was delivered,66
MYNTRAPPMP,Delivery was delayed ,15
MYNTRAPPMP,Design is different,65
MYNTRAPPMP,Different product,2
MYNTRAPPMP,Different product was delivered,59
MYNTRAPPMP,Different shade/color/size,10
MYNTRAPPMP,Found a better price on Myntra,49
MYNTRAPPMP,Found a better price outside Myntra,25
MYNTRAPPMP,Generic Return Reason,31
MYNTRAPPMP,I did not like the fit,1114
MYNTRAPPMP,I do not need it anymore,155
MYNTRAPPMP,It did not look good on me,446
MYNTRAPPMP,Other Brand,1
MYNTRAPPMP,Others,1
MYNTRAPPMP,Primary packaging was damaged,1
MYNTRAPPMP,Product image was better than the actual product,238
MYNTRAPPMP,Product looked old,193
MYNTRAPPMP,Product was damaged,3
MYNTRAPPMP,Product was dirty and had stains,48
MYNTRAPPMP,Received a poor quality product,471
MYNTRAPPMP,Return expected on panel,262
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,32
MYNTRAPPMP,Size is too Large,861
MYNTRAPPMP,Size is too Small,1042
MYNTRAPPMP,undefined,2
MYNTRAPPMP,Wrong size was delivered,30
NYKAA,Change of mind - Don't need it anymore,1
NYKAA,Didn't like the quality of product,1
NYKAA_COM,Change Of Mind (Shade Issue),1
NYKAA_COM,Change of mind - Don't need it anymore,1
NYKAA_COM,Didn't like the quality of product,1
NYKAA_COM,Return expected on panel,1
NYKAA_FASHION,Change of mind - Don't need it anymore,28
NYKAA_FASHION,Change of mind - Not As Expected,2
NYKAA_FASHION,Didn't like the quality of product,99
NYKAA_FASHION,Product didn't fit- Too Large,75
NYKAA_FASHION,Product didn't fit- Too Small,100
NYKAA_FASHION,Product is Missing,1
NYKAA_FASHION,Received damaged/ defective product,6
NYKAA_FASHION,Received Wrong Product,2
NYKAA_FASHION,Received wrong product- Wrong item sent,11
NYKAA_FASHION,Received wrong product- Wrong size sent,4
NYKAA_FASHION,Return expected on panel,8
SHOPIFY,,112
SHOPIFY, I would like to return and get a refund for my recent order,1
SHOPIFY,"Button has come out, Not Functioning",1
SHOPIFY,damage Product,1
SHOPIFY,Damaged Product,27
SHOPIFY,Defective light,1
SHOPIFY,Delivered by mistake,11
SHOPIFY,Did not fit,10
SHOPIFY,Did not like the quality,3
SHOPIFY,gc,7
SHOPIFY,I’ve ordered timex watch ang I’ve got damaged piece.The glass was broken.So I want to return it.Help me with same ,1
SHOPIFY,Leaked,2
SHOPIFY,manifacture date not mentioned ,1
SHOPIFY,Missing,10
SHOPIFY,Not happy with the fragrance,2
SHOPIFY,not satisfied,3
SHOPIFY,Not Satisfied with the Product Quality,40
SHOPIFY,Product too heavy,8
SHOPIFY,Product too small,6
SHOPIFY,Received wrong style/size,2
SHOPIFY,REFUND ,69
SHOPIFY,Return pick up cancelled,6
SHOPIFY,sales return,2
SHOPIFY,Size Issue,7
SHOPIFY,Size not as per size chart,8
SHOPIFY,Store Credit,12
SHOPIFY,undefined,32
SHOPIFY,Wrong Product,9
SNAPDEAL,Return expected on panel,57
TATACLIQ,,1
TATACLIQ,MAP200,4
TATACLIQ,MAP300,1
TATACLIQ,MAP600,3
TATACLIQ,MAP700,1
TATACLIQ,Return expected on panel,91
TATACLIQ,WAP200,1
TATA_CLIQ,,2
TATA_CLIQ,Return expected on panel,11
AJIO_OMNI,Return expected on panel,1113
AMAZON_AE_API,AMZ-PG-APP-TOO-SMALL,1
AMAZON_EASYSHIP,Accidental order,2
AMAZON_EASYSHIP,Defective/Does not work properly,1
AMAZON_EASYSHIP,Different from website description,5
AMAZON_EASYSHIP,Different from what was ordered,12
AMAZON_EASYSHIP,Incompatible or not useful for intended purpose,1
AMAZON_EASYSHIP,Item not as shown by photo on website,1
AMAZON_EASYSHIP,Missing parts or accessories,2
AMAZON_EASYSHIP,No longer needed/wanted,1
AMAZON_EASYSHIP,Ordered wrong style/size/color,2
AMAZON_EASYSHIP,Performance or quality not adequate,10
AMAZON_EASYSHIP,Style not as expected,5
AMAZON_EASYSHIP,Too large,5
AMAZON_EASYSHIP,Too small,20
AMAZON_FBA_IN,APPAREL_STYLE,3
AMAZON_FBA_IN,APPAREL_TOO_LARGE,6
AMAZON_FBA_IN,APPAREL_TOO_SMALL,7
AMAZON_FBA_IN,DEFECTIVE,5
AMAZON_FBA_IN,FOUND_BETTER_PRICE,1
AMAZON_FBA_IN,NOT_AS_DESCRIBED,7
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,4
AMAZON_FBA_IN,SWITCHEROO,9
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,67
AMAZON_FBA_IN,UNDELIVERABLE_UNKNOWN,10
AMAZON_FBA_IN,UNWANTED_ITEM,3
AMAZON_FLEX_API,Accidental order,16
AMAZON_FLEX_API,Better price available,2
AMAZON_FLEX_API,Damaged due to inappropriate packaging,8
AMAZON_FLEX_API,Damaged during shipping,5
AMAZON_FLEX_API,Damaged Product,17
AMAZON_FLEX_API,Defective/Does not work properly,36
AMAZON_FLEX_API,Did not like color,9
AMAZON_FLEX_API,Different from website description,3
AMAZON_FLEX_API,Different from what was ordered,41
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,22
AMAZON_FLEX_API,Item not as shown by photo on website,1
AMAZON_FLEX_API,Missing or loose stone,1
AMAZON_FLEX_API,Missing parts or accessories,5
AMAZON_FLEX_API,No longer needed/wanted,10
AMAZON_FLEX_API,Ordered wrong style/size/color,2
AMAZON_FLEX_API,Performance or quality not adequate,45
AMAZON_FLEX_API,Style not as expected,30
AMAZON_FLEX_API,Too large,99
AMAZON_FLEX_API,Too small,66
AMAZON_FLEX_API,Wrong size: too large/long,2
AMAZON_FLEX_API,Wrong size: too small/short,11
AMAZON_IN_API,,2
AMAZON_IN_API,AMZ-PG-APP-STYLE,7
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,13
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,30
AMAZON_IN_API,AMZ-PG-BAD-DESC,1
AMAZON_IN_API,AMZ-PG-MISORDERED,1
AMAZON_IN_API,CR-DAMAGED_BY_CARRIER,2
AMAZON_IN_API,CR-DEFECTIVE,6
AMAZON_IN_API,CR-MISSING_PARTS,6
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,4
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,10
AMAZON_IN_API,CR-SWITCHEROO,8
AMAZON_IN_API,CR-UNWANTED_ITEM,1
AMAZON_IN_API,DID_NOT_LIKE_COLOR,8
CRED,Defective item,11
CRED,Found better price elsewhere,8
CRED,Incorrect product,25
CRED,MRP printed on the product is different,1
CRED,"Only product is damaged, shipping box is OK",4
CRED,Product received is different from the image shown,34
FIRSTCRY,Bought By Mistake,9
FIRSTCRY,Item(s) Arrived Too Late,3
FIRSTCRY,No Longer Needed,9
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,49
FIRSTCRY,Size Issue,142
FLIPKART,,3
FLIPKART,ACCESSORY_DEFECTIVE,2
FLIPKART,COLOR_SIZE_ISSUE,1
FLIPKART,COLOR_STYLE_ISSUES,21
FLIPKART,CUSTOMER_REMORSE,132
FLIPKART,Damaged Product,2
FLIPKART,DAMAGED_PRODUCT,66
FLIPKART,DEAD_ON_ARRIVAL,5
FLIPKART,DEFECTIVE_PRODUCT,72
FLIPKART,ITEM_NOT_AS_DESCRIBED,41
FLIPKART,MISSHIPMENT,150
FLIPKART,MISSING_ITEM,30
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,33
FLIPKART,QUALITY_ISSUE,24
FLIPKART,QUALITY_ISSUES,498
FLIPKART,SIZE_FIT_ISSUES,1114
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,11
FLIPKART,STYLE_FIT_ISSUE,2
FLIPKART,USED,1
FLIPKART_FA,Return expected on panel,23
GLOWROAD,Return expected on panel,185
JIOMART3P,Return expected on panel,64
LIMEROAD,Return expected on panel,30
MEESHO,,5
MEESHO,null null,1309
MIRRAW,Return expected on panel,3
MYNTRAPPMP,,5
MYNTRAPPMP,Color is different,245
MYNTRAPPMP,Defective product was delivered,69
MYNTRAPPMP,Delivery was delayed ,32
MYNTRAPPMP,Design is different,101
MYNTRAPPMP,Different product was delivered,130
MYNTRAPPMP,Found a better price on Myntra,71
MYNTRAPPMP,Found a better price outside Myntra,52
MYNTRAPPMP,Generic Return Reason,34
MYNTRAPPMP,I did not like the fit,1441
MYNTRAPPMP,I do not need it anymore,220
MYNTRAPPMP,It did not look good on me,561
MYNTRAPPMP,Leakage issues,1
MYNTRAPPMP,Product image was better than the actual product,325
MYNTRAPPMP,Product looked old,274
MYNTRAPPMP,Product was dirty and had stains,55
MYNTRAPPMP,Received a poor quality product,689
MYNTRAPPMP,Return expected on panel,406
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,42
MYNTRAPPMP,Size is too Large,1233
MYNTRAPPMP,Size is too Small,1435
MYNTRAPPMP,Wrong size was delivered,46
NYKAA,Change of mind - Don't need it anymore,1
NYKAA,Did not like the product,1
NYKAA,Incomplete Combo,1
NYKAA,Product didn't fit - Too Small,4
NYKAA_COM,Change of mind - Don't need it anymore,5
NYKAA_COM,Did not like the product,1
NYKAA_COM,Didn't like the quality of product,1
NYKAA_COM,Product didn't fit - Too Large,2
NYKAA_COM,Product didn't fit - Too Small,1
NYKAA_COM,Received Damaged Product,7
NYKAA_COM,Received damaged/defective product,1
NYKAA_COM,Received Wrong Product,6
NYKAA_COM,Received wrong product - Wrong item sent,2
NYKAA_COM,Return expected on panel,34
NYKAA_COM,Unsealed Product,1
NYKAA_FASHION,,1
NYKAA_FASHION,Change of mind - Don't need it anymore,22
NYKAA_FASHION,Didn't like the quality of product,39
NYKAA_FASHION,Product didn't fit- Too Large,44
NYKAA_FASHION,Product didn't fit- Too Small,52
NYKAA_FASHION,Product is Missing,2
NYKAA_FASHION,Received damaged/ defective product,6
NYKAA_FASHION,Received wrong product- Wrong item sent,3
NYKAA_FASHION,Received wrong product- Wrong size sent,4
NYKAA_FASHION,Return expected on panel,1
SHOPIFY,,50
SHOPIFY,CANCELLED ON CRM CANCELATION ,1
SHOPIFY,CANCELLED ON CRM CONFIRMATION,5
SHOPIFY,Customer asked for return,10
SHOPIFY,CUSTOMER CANCEL BEFORE PICKUP.,1
SHOPIFY,Defective,12
SHOPIFY,Does not fit,24
SHOPIFY,Fitting Issue,1
SHOPIFY,I changed my mind,7
SHOPIFY,I do not like it ,52
SHOPIFY,I Dont Like It & Want Something Else in Exchange,5
SHOPIFY,I have ordered the wrong product,2
SHOPIFY,Incorrect Item Ordered,10
SHOPIFY,Other,9
SHOPIFY,other reason,1
SHOPIFY,Others,7
SHOPIFY,Poor Quality or Faulty,3
SHOPIFY,quality issue,1
SHOPIFY,size is too large,3
SHOPIFY,size is too small,19
SHOPIFY,Size issue ,6
SHOPIFY,Size or fit issues,17
SHOPIFY,Size Too Big,15
SHOPIFY,Size Too Small,19
SHOPIFY,undefined,5
SHOPIFY,Want to get another size,44
SNAPDEAL,Design_did_not_look_good,1
SNAPDEAL,Design_looks_different_from_Image,1
SNAPDEAL,Fabric_not_good,2
SNAPDEAL,i_have_an_issue_with_size_fit,12
SNAPDEAL,Partial_Order_Received_By_Customer,4
SNAPDEAL,Poor_Stitching,2
SNAPDEAL,received_a_different_item,6
SNAPDEAL,Size_too_Large,3
SNAPDEAL,Stitching_Defected,2
TATACLIQ,Return expected on panel,45
TATA_CLIQ,Return expected on panel,5
AJIO_OMNI,Return expected on panel,5914
AJIO_OMNI,undefined,6
AMAZON_EASYSHIP,Did not like color,2
AMAZON_EASYSHIP,Item not as shown by photo on website,3
AMAZON_EASYSHIP,Performance or quality not adequate,1
AMAZON_EASYSHIP,Style not as expected,2
AMAZON_EASYSHIP,Too large,9
AMAZON_EASYSHIP,Too small,14
AMAZON_FBA_IN,APPAREL_TOO_LARGE,9
AMAZON_FBA_IN,APPAREL_TOO_SMALL,9
AMAZON_FBA_IN,DEFECTIVE,6
AMAZON_FBA_IN,FOUND_BETTER_PRICE,2
AMAZON_FBA_IN,MISSING_PARTS,2
AMAZON_FBA_IN,NOT_AS_DESCRIBED,7
AMAZON_FBA_IN,NOT_COMPATIBLE,19
AMAZON_FBA_IN,NO_REASON_GIVEN,3
AMAZON_FBA_IN,ORDERED_WRONG_ITEM,18
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,29
AMAZON_FBA_IN,SWITCHEROO,6
AMAZON_FBA_IN,UNAUTHORIZED_PURCHASE,1
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,73
AMAZON_FBA_IN,UNDELIVERABLE_UNKNOWN,5
AMAZON_FBA_IN,UNWANTED_ITEM,29
AMAZON_FLEX_API,Accidental order,14
AMAZON_FLEX_API,Better price available,3
AMAZON_FLEX_API,Damaged due to inappropriate packaging,7
AMAZON_FLEX_API,Damaged during shipping,1
AMAZON_FLEX_API,Damaged Product,3
AMAZON_FLEX_API,Defective/Does not work properly,28
AMAZON_FLEX_API,Did not like color,31
AMAZON_FLEX_API,Different from website description,11
AMAZON_FLEX_API,Different from what was ordered,57
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,28
AMAZON_FLEX_API,Item not as shown by photo on website,7
AMAZON_FLEX_API,Missed estimated delivery date,4
AMAZON_FLEX_API,Missing parts or accessories,6
AMAZON_FLEX_API,Missing Product,1
AMAZON_FLEX_API,No longer needed/wanted,20
AMAZON_FLEX_API,Ordered wrong style/size/color,4
AMAZON_FLEX_API,Performance or quality not adequate,156
AMAZON_FLEX_API,Saleable,5
AMAZON_FLEX_API,Style not as expected,58
AMAZON_FLEX_API,Too large,198
AMAZON_FLEX_API,Too small,139
AMAZON_FLEX_API,Wrong Product,1
AMAZON_IN_API,AMZ-PG-APP-STYLE,31
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,47
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,48
AMAZON_IN_API,AMZ-PG-BAD-DESC,1
AMAZON_IN_API,AMZ-PG-MISORDERED,3
AMAZON_IN_API,CR-DAMAGED_BY_CARRIER,4
AMAZON_IN_API,CR-DAMAGED_BY_FC,3
AMAZON_IN_API,CR-DEFECTIVE,5
AMAZON_IN_API,CR-FOUND_BETTER_PRICE,3
AMAZON_IN_API,CR-MISSING_PARTS,5
AMAZON_IN_API,CR-NOT_COMPATIBLE,3
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,3
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,25
AMAZON_IN_API,CR-SWITCHEROO,25
AMAZON_IN_API,CR-UNWANTED_ITEM,5
AMAZON_IN_API,DID_NOT_LIKE_COLOR,3
AMAZON_IN_API,NEVER_ARRIVED,3
AMAZON_IN_API,NOT_AS_PHOTO,1
ANS_COMMERCE,Wrong product,2
BEWAKOOF,"Did not like product finishing (Loose thread, loose buttons etc)",2
BEWAKOOF,It did not look good on me,5
BEWAKOOF,Not satisfied with product quality,1
BEWAKOOF,Other (Please Specify),1
BEWAKOOF,Return expected on panel,2
BEWAKOOF,Size too big,1
BEWAKOOF,Size too small,3
BEWAKOOF,Wrong Product Delivered,1
CRED,,3
CRED,Both product and shipping box are damaged,2
CRED,Defective item,11
CRED,Found better price elsewhere,7
CRED,Incorrect product,25
CRED,Missing items,2
CRED,MRP printed on the product is different,2
CRED,"Only product is damaged, shipping box is OK",4
CRED,Product received is different from the image shown,18
FIRSTCRY,Bought By Mistake,6
FIRSTCRY,Item(s) Arrived Too Late,2
FIRSTCRY,No Longer Needed,8
FIRSTCRY,Not Satisfied with Item(s) Size / Quality / Performance,5
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,66
FIRSTCRY,Product Pricing Related Concern,3
FIRSTCRY,Return expected on panel,155
FIRSTCRY,Size Issue,107
FLIPKART,,46
FLIPKART,ACCESSORY_DEFECTIVE,1
FLIPKART,COLOR_SIZE_ISSUE,11
FLIPKART,COLOR_STYLE_ISSUES,3
FLIPKART,CUSTOMER_REMORSE,283
FLIPKART,Damaged Product,1
FLIPKART,DAMAGED_PRODUCT,137
FLIPKART,DEAD_ON_ARRIVAL,4
FLIPKART,DEFECTIVE_PRODUCT,17
FLIPKART,ITEM_NOT_AS_DESCRIBED,2
FLIPKART,MISSHIPMENT,261
FLIPKART,MISSING_ITEM,50
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,51
FLIPKART,QUALITY_ISSUE,44
FLIPKART,QUALITY_ISSUES	,1
FLIPKART,QUALITY_ISSUES,1097
FLIPKART,Return To Origin,1
FLIPKART,SIZE ISSUE ,4
FLIPKART,SIZE_FIT_ISSUES,2323
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,14
FLIPKART,STYLE_FIT_ISSUE,25
FLIPKART,undefined,18
FLIPKART,WASH,1
FLIPKART,Wrong Product,1
FLIPKART_FA,Return expected on panel,3
GLOWROAD,Return expected on panel,94
JIOMART3P,Return expected on panel,7
LIMEROAD,Return expected on panel,22
MAGENTO2,SI,5
MEESHO,null null,293
MIRRAW,Product not given by RM team,1
MYNTRAPPMP,Color is different,374
MYNTRAPPMP,Damaged Product,1
MYNTRAPPMP,Defective product was delivered,130
MYNTRAPPMP,Delivery was delayed ,37
MYNTRAPPMP,Design is different,144
MYNTRAPPMP,Different product was delivered,169
MYNTRAPPMP,Found a better price on Myntra,90
MYNTRAPPMP,Found a better price outside Myntra,74
MYNTRAPPMP,Generic Return Reason,58
MYNTRAPPMP,I did not like the fit,2618
MYNTRAPPMP,I do not need it anymore,354
MYNTRAPPMP,It did not look good on me,890
MYNTRAPPMP,Primary packaging was damaged,1
MYNTRAPPMP,Product image was better than the actual product,585
MYNTRAPPMP,Product looked old,474
MYNTRAPPMP,Product was damaged,1
MYNTRAPPMP,Product was dirty and had stains,107
MYNTRAPPMP,Received a poor quality product,1296
MYNTRAPPMP,Return expected on panel,709
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,39
MYNTRAPPMP,Saleable,1
MYNTRAPPMP,Size is too Large,2383
MYNTRAPPMP,Size is too Small,1938
MYNTRAPPMP,undefined,1
MYNTRAPPMP,WASHING PRODUCT,1
MYNTRAPPMP,WRONG PRODUCT,1
MYNTRAPPMP,Wrong size was delivered,51
NYKAA_COM,Change of mind - Don't need it anymore,1
NYKAA_COM,Didn't like the quality of product,1
NYKAA_COM,Product didn't fit - Too Large,4
NYKAA_COM,Product didn't fit - Too Small,3
NYKAA_COM,Received wrong product - Wrong size sent,1
NYKAA_FASHION,Change of mind - Don't need it anymore,58
NYKAA_FASHION,Didn't like the quality of product,187
NYKAA_FASHION,Emergency - without QC,1
NYKAA_FASHION,Incomplete Product or Set,1
NYKAA_FASHION,Measurements Not as per the Size Guide,1
NYKAA_FASHION,Product didn't fit- Too Large,118
NYKAA_FASHION,Product didn't fit- Too Small,140
NYKAA_FASHION,Product is dirty/old/Used,1
NYKAA_FASHION,Product is Missing,2
NYKAA_FASHION,Received damaged/ defective product,21
NYKAA_FASHION,Received wrong product- Wrong item sent,10
NYKAA_FASHION,Received wrong product- Wrong size sent,5
NYKAA_FASHION,Return expected on panel,27
SHOPIFY,,90
SHOPIFY, REFURBISH,1
SHOPIFY,cancelled by customer,1
SHOPIFY,Changed my mind,3
SHOPIFY,Damaged Product,2
SHOPIFY,Damaged Product Received,8
SHOPIFY,Defective/damaged product received,2
SHOPIFY,Didn't like the fabric quality,13
SHOPIFY,Didn't like the fit,52
SHOPIFY,Different color received,2
SHOPIFY,Dont like the fit of the product.,8
SHOPIFY,Dont like the look of the product,2
SHOPIFY,DTO,14
SHOPIFY,i do not like the product,574
SHOPIFY,i received a defective item,74
SHOPIFY,Incomplete Product / Item,1
SHOPIFY,Item is not as per the image/description,5
SHOPIFY,not satified,1
SHOPIFY,Not satisfied,3
SHOPIFY,NSZ,5
SHOPIFY,OLD PRODUCT,1
SHOPIFY,Ordered by Mistake,16
SHOPIFY,Other,11
SHOPIFY,Others (please add details in the note section),1
SHOPIFY,product looks different from website,179
SHOPIFY,Product not as described,2
SHOPIFY,Product Quality,1
SHOPIFY,product quality issue,202
SHOPIFY,Quality Concern,2
SHOPIFY,QUALITY NOT AS EXPECTED,1
SHOPIFY,Received a poor quality product,4
SHOPIFY,REFURBISH,2
SHOPIFY,RTO,27
SHOPIFY,Saleable,6
SHOPIFY,Size Concern,9
SHOPIFY,size is too large,453
SHOPIFY,size is too small,957
SHOPIFY,Size issue,16
SHOPIFY,Strap Missing,1
SHOPIFY,undefined,3
SHOPIFY,Want Different Variant of Same Product,1
SHOPIFY,wrong item received,88
SHOPIFY,wrong product,3
SHOPIFY,Wrong Product Received,10
SHOPIFY,Wrong size received,4
SHOPIFY,wrong size shipped,68
SNAPDEAL,Button_Zipper_Issue,1
SNAPDEAL,Color_did_not_look_good_,1
SNAPDEAL,Fabric_not_good,2
SNAPDEAL,item_appears_used_old,1
SNAPDEAL,i_didnt_get_what_i_ordered,1
SNAPDEAL,i_dont_like_the_item,12
SNAPDEAL,i_have_an_issue_with_size_fit,13
SNAPDEAL,Partial_Order_Received_By_Customer,8
SNAPDEAL,Poor_Stitching,2
SNAPDEAL,Product_not_as_displayed_on_website,1
SNAPDEAL,received_a_different_item,7
SNAPDEAL,Saleable,1
SNAPDEAL,Same_product_but_inaccurate_description,4
SNAPDEAL,Size_too_Large,12
SNAPDEAL,Size_too_Small_,1
SNAPDEAL,the_item_is_not_working_properly,2
SNAPDEAL,unhappy_with_material_quality,1
TATACLIQ,,1
TATACLIQ,MAP200,1
TATACLIQ,MAP300,1
TATACLIQ,MAP500,1
TATACLIQ,MAP600,2
TATACLIQ,MAP700,1
TATACLIQ,REFURBISH,1
TATACLIQ,Return expected on panel,81
TATACLIQ,WAP100,1
TATACLIQ,WAP200,2
TATACLIQ,WAP600,2
WOOCOMMERCE,,1
WOOCOMMERCE,Color Issue,5
WOOCOMMERCE,Customer Preference Issue,10
WOOCOMMERCE,Defective Product,1
WOOCOMMERCE,Other's,1
WOOCOMMERCE,Quality & Size issue,8
WOOCOMMERCE,Quality Issue,12
WOOCOMMERCE,Size Issue,347
AJIO_OMNI,Return expected on panel,2308
AMAZON_EASYSHIP,Damaged due to inappropriate packaging,1
AMAZON_EASYSHIP,Defective/Does not work properly,3
AMAZON_EASYSHIP,Different from website description,1
AMAZON_EASYSHIP,Different from what was ordered,1
AMAZON_EASYSHIP,Incompatible or not useful for intended purpose,1
AMAZON_EASYSHIP,No longer needed/wanted,2
AMAZON_EASYSHIP,Performance or quality not adequate,1
AMAZON_FBA_IN,APPAREL_STYLE,17
AMAZON_FBA_IN,APPAREL_TOO_LARGE,8
AMAZON_FBA_IN,APPAREL_TOO_SMALL,21
AMAZON_FBA_IN,DAMAGED_BY_CARRIER,2
AMAZON_FBA_IN,DAMAGED_BY_FC,12
AMAZON_FBA_IN,DEFECTIVE,28
AMAZON_FBA_IN,DID_NOT_LIKE_COLOR,1
AMAZON_FBA_IN,FOUND_BETTER_PRICE,4
AMAZON_FBA_IN,MISORDERED,1
AMAZON_FBA_IN,MISSING_PARTS,3
AMAZON_FBA_IN,NEVER_ARRIVED,30
AMAZON_FBA_IN,NOT_AS_DESCRIBED,2
AMAZON_FBA_IN,NOT_COMPATIBLE,3
AMAZON_FBA_IN,NO_REASON_GIVEN,1
AMAZON_FBA_IN,ORDERED_WRONG_ITEM,2
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,21
AMAZON_FBA_IN,SWITCHEROO,3
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,93
AMAZON_FBA_IN,UNDELIVERABLE_UNKNOWN,59
AMAZON_FBA_IN,UNWANTED_ITEM,6
AMAZON_FLEX_API,,6
AMAZON_FLEX_API,1 QTY SWITCHROO 1QTY MISSING,1
AMAZON_FLEX_API,Accidental order,8
AMAZON_FLEX_API,Better price available,4
AMAZON_FLEX_API,DAMAGE PRODUCT,1
AMAZON_FLEX_API,Damaged due to inappropriate packaging,5
AMAZON_FLEX_API,Damaged during shipping,4
AMAZON_FLEX_API,Damaged Product,3
AMAZON_FLEX_API,Defective/Does not work properly,45
AMAZON_FLEX_API,Did not like color,23
AMAZON_FLEX_API,Different from website description,8
AMAZON_FLEX_API,Different from what was ordered,64
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,6
AMAZON_FLEX_API,Item not as shown by photo on website,5
AMAZON_FLEX_API,Missing parts or accessories,8
AMAZON_FLEX_API,No longer needed/wanted,19
AMAZON_FLEX_API,Ordered wrong style/size/color,9
AMAZON_FLEX_API,Other Brand,9
AMAZON_FLEX_API,Outer Box Damage Product Received,1
AMAZON_FLEX_API,Performance or quality not adequate,87
AMAZON_FLEX_API,Style not as expected,57
AMAZON_FLEX_API,Tarnished/unacceptable condition,1
AMAZON_FLEX_API,Too large,107
AMAZON_FLEX_API,Too small,111
AMAZON_FLEX_API,WRONG PACKING,3
AMAZON_FLEX_API,Wrong Product,7
AMAZON_FLEX_API,wrong return,1
AMAZON_IN_API,AMZ-PG-APP-STYLE,45
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,63
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,45
AMAZON_IN_API,AMZ-PG-BAD-DESC,4
AMAZON_IN_API,AMZ-PG-MISORDERED,3
AMAZON_IN_API,CR-DAMAGED_BY_CARRIER,1
AMAZON_IN_API,CR-DAMAGED_BY_FC,5
AMAZON_IN_API,CR-DEFECTIVE,8
AMAZON_IN_API,CR-FOUND_BETTER_PRICE,1
AMAZON_IN_API,CR-MISSING_PARTS,15
AMAZON_IN_API,CR-NOT_COMPATIBLE,1
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,2
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,117
AMAZON_IN_API,CR-SWITCHEROO,19
AMAZON_IN_API,CR-UNWANTED_ITEM,15
AMAZON_IN_API,DID_NOT_LIKE_COLOR,12
AMAZON_IN_API,NOT_AS_PHOTO,2
AMAZON_IN_API,Wrong Size,3
CRED,Both product and shipping box are damaged,1
CRED,Defective item,5
CRED,I didn’t like the fit,3
CRED,I got a wrong product delivered,1
CRED,Incorrect product,34
CRED,"Only product is damaged, shipping box is OK",3
CRED,Product received is different from the image shown,14
CRED,Return expected on panel,24
FIRSTCRY,Bought By Mistake,6
FIRSTCRY,Do Not Want / Like,1
FIRSTCRY,Item(s) Arrived Too Late,1
FIRSTCRY,Item(s) Damaged But Shipping Box OK,1
FIRSTCRY,No Longer Needed,3
FIRSTCRY,Not Satisfied with Item(s) Size / Quality / Performance,2
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,35
